0,0.7829406,128149122900,0.2,17.02731,88,0.7822073
1,0.2439847,130386409200,0.2,18.10771,136,0.7988994
2,0.3385066,131705813800,0.2,19.37665,40,0.9537271
3,1.008832,133910243100,0.2,20.23005,96,0.8795863
4,0.4291059,136314890500,0.2,17.87891,336,0.9006912
5,0.6509805,139069801200,0.2,20.95019,192,0.7580141
6,1.389518,142309484300,0.2,20.53548,240,0.9488464
7,0.6105275,144930594000,0.2,21.57794,144,0.751492
8,0.3560128,147168398400,0.2,17.11693,224,0.8307424
9,0.8618829,149973460000,0.2,16.15564,256,0.8508279
10,0.6446179,152544462800,0.2,22.30801,216,0.8342688
11,0.6324676,155066237400,0.2,22.26032,312,0.9853557
12,1.087083,157187180000,0.2,19.5294,320,0.9165767
13,0.8925766,159157032900,0.2,16.17049,16,0.7693369
14,0.3741978,161411841400,0.2,21.15369,72,0.8122472
15,0.7995384,164116740000,0.2,18.87355,208,0.9750296
16,1.007725,167188760500,0.2,23.30599,352,0.7918769
17,0.8801306,170128259300,0.2,23.48725,248,0.8795708
18,0.8252695,172865900600,0.2,19.99483,200,0.9710075
19,0.6099572,175454241300,0.2,23.15155,184,0.7034223
20,1.409607,178693556100,0.2,19.93354,280,0.9095762
21,0.7241392,180430826500,0.2,17.84574,264,0.925377
22,0.2041271,181799565700,0.2,19.2768,344,0.8266536
23,1.670251,185389797600,0.2,19.03636,0,0.7754459
24,0.5348135,187814619200,0.2,21.88134,288,0.7966977
25,0.7735022,190482647900,0.2,22.10336,128,0.8204718
26,0.200231,192620269100,0.2,20.3064,168,0.7045408
27,0.4898495,194957187200,0.2,20.79227,32,0.8675823
28,0.6816152,197613768600,0.2,23.38821,48,0.9484416
29,1.244322,200935903400,0.2,17.08098,328,0.8067387
30,0.2439789,202170811900,0.2,23.87797,232,0.7206927
31,0.3924518,204424841300,0.2,21.39689,152,0.7707515
32,0.4933099,206796649800,0.2,18.81682,304,0.919233
33,0.689232,208499894700,0.2,17.19419,272,0.7342066
34,1.854995,212173129400,0.2,19.13705,176,0.7765553
35,0.8915092,214928576500,0.2,23.84587,112,0.8954048
36,0.8537805,216915900800,0.2,16.11723,24,0.8279176
37,2.976092,221808340800,0.2,18.18173,104,0.9093341
38,0.6872494,223594965600,0.2,22.86271,8,0.8399119
39,0.2313972,225748765700,0.2,17.55489,64,0.7132286
40,1.962409,229589203400,0.2,21.45078,80,0.8572917
41,0.5653107,232110884500,0.2,21.23896,296,0.7625661
42,0.650963,233780051000,0.2,19.41652,56,0.8078837
43,2.320953,238038127400,0.2,19.66787,120,0.8115213
44,0.8113896,240793813800,0.2,23.39983,160,0.8313099
