TimeStamp	SystemTimeStamp	Error	Behavior	EyeLeft	EyeRight	OnsetS	DurationS	VelocityDegps	AmplitudeDeg	DirectionRadial	
299767662000	291215466561	None	Fixation	(106.92, 174.83)	(297.46, 195.71)	270.5139	0.1500244	NaN	NaN	NaN	
299784329000	291232133171	None	Fixation	(107.74, 176.73)	(295.67, 196.37)	270.5139	0.166687	NaN	NaN	NaN	
299800994000	291248797610	None	Blink	(107.76, 182.73)	(290.84, 197.80)	NaN	NaN	NaN	NaN	NaN	
299817661000	291265464373	None	Blink	(102.80, 192.36)	(291.41, 191.47)	NaN	NaN	NaN	NaN	NaN	
299850996000	291298799092	None	Blink	(0.00, 0.00)	(0.00, 0.00)	NaN	NaN	NaN	NaN	NaN	
299867661000	291315463775	None	Blink	(0.00, 0.00)	(0.00, 0.00)	NaN	NaN	NaN	NaN	NaN	
299867661000	291315463387	None	Blink	(0.00, 0.00)	(0.00, 0.00)	NaN	NaN	NaN	NaN	NaN	
299884328000	291332129662	None	Blink	(90.78, 216.08)	(251.83, 177.18)	NaN	NaN	NaN	NaN	NaN	
299900995000	291348796605	None	Blink	(85.91, 216.14)	(291.82, 168.10)	NaN	NaN	NaN	NaN	NaN	
299917661000	291365462239	None	Blink	(91.04, 211.22)	(291.98, 166.41)	NaN	NaN	NaN	NaN	NaN	
299917661000	291365462077	None	Blink	(91.04, 211.22)	(291.98, 166.41)	NaN	NaN	NaN	NaN	NaN	
299934326000	291382126507	None	Blink	(94.02, 204.03)	(284.06, 172.50)	NaN	NaN	NaN	NaN	NaN	
299950992000	291398792096	None	Blink	(98.67, 196.48)	(289.39, 178.49)	NaN	NaN	NaN	NaN	NaN	
299967660000	291415459714	None	Blink	(102.10, 189.04)	(292.31, 183.90)	NaN	NaN	NaN	NaN	NaN	
299984327000	291432126331	None	Blink	(102.48, 186.96)	(292.77, 185.24)	NaN	NaN	NaN	NaN	NaN	
300000993000	291448791947	None	Blink	(101.72, 186.76)	(292.71, 184.58)	NaN	NaN	NaN	NaN	NaN	
300017660000	291465458540	None	7	(101.83, 186.54)	(292.07, 184.37)	NaN	NaN	NaN	NaN	NaN	
300050993000	291498791091	None	Saccade	(101.98, 186.28)	(292.90, 183.97)	270.6806	0.2666626	137.1527	5.209294	9.24227	
300067660000	291515457768	None	Unknown	(102.33, 186.15)	(292.73, 184.10)	NaN	NaN	NaN	NaN	NaN	
300084327000	291532123992	None	Pursuit	(101.97, 186.09)	(292.07, 183.54)	270.964	0.0166626	4.497105	0.1499035	86.45249	
300100992000	291548788637	None	Pursuit	(101.00, 185.93)	(291.76, 183.63)	270.964	0.0333252	12.14196	0.5546295	86.01346	
300117659000	291565455210	None	Unknown	(101.42, 185.97)	(292.22, 183.66)	NaN	NaN	NaN	NaN	NaN	
300134325000	291582120856	None	Fixation	(101.52, 185.71)	(292.06, 183.75)	271.0139	0.0166626	NaN	NaN	NaN	
300150992000	291598787439	None	Fixation	(102.08, 185.73)	(292.49, 183.71)	271.0139	0.03335571	NaN	NaN	NaN	
300167658000	291615453073	None	Fixation	(101.69, 185.65)	(292.08, 183.64)	271.0139	0.05001831	NaN	NaN	NaN	
300184325000	291632119685	None	Fixation	(101.79, 185.53)	(291.88, 183.79)	271.0139	0.06668091	NaN	NaN	NaN	
300200992000	291648786305	None	Fixation	(102.03, 185.58)	(292.21, 183.71)	271.0139	0.08334351	NaN	NaN	NaN	
300217659000	291665452919	None	Fixation	(101.62, 185.46)	(292.01, 183.77)	271.0139	0.1000061	NaN	NaN	NaN	
300234324000	291682117507	None	Fixation	(101.64, 185.61)	(291.90, 183.56)	271.0139	0.1166687	NaN	NaN	NaN	
300250991000	291698784120	None	Fixation	(101.59, 185.58)	(292.17, 183.42)	271.0139	0.1333313	NaN	NaN	NaN	
300267658000	291715450756	None	Fixation	(101.83, 185.59)	(292.10, 183.59)	271.0139	0.1499939	NaN	NaN	NaN	
300284324000	291732116392	None	Fixation	(102.02, 185.54)	(291.97, 183.60)	271.0139	0.166687	NaN	NaN	NaN	
300300991000	291748783590	None	Saccade	(100.71, 188.76)	(289.83, 180.59)	271.1806	0.0166626	42.76302	1.515478	173.3153	
300317658000	291765449584	None	Unknown	(97.44, 196.10)	(286.83, 175.75)	NaN	NaN	NaN	NaN	NaN	
300317658000	291765449663	None	Unknown	(97.44, 196.10)	(286.83, 175.75)	NaN	NaN	NaN	NaN	NaN	
300334323000	291782114216	None	Unknown	(97.67, 195.87)	(286.59, 175.92)	NaN	NaN	NaN	NaN	NaN	
300350990000	291798780797	None	Pursuit	(97.94, 195.75)	(286.89, 175.53)	271.2306	0.0166626	3.605717	0.1201906	233.548	
300367656000	291815446696	None	Pursuit	(96.72, 195.16)	(287.26, 175.11)	271.2306	0.0333252	16.67214	0.486288	113.8442	
300384323000	291832113028	None	Unknown	(98.02, 195.77)	(286.84, 175.61)	NaN	NaN	NaN	NaN	NaN	
300400990000	291848779629	None	Fixation	(97.23, 195.71)	(286.68, 175.52)	271.2806	0.0166626	NaN	NaN	NaN	
300417656000	291865445241	None	Fixation	(97.86, 195.64)	(286.76, 175.30)	271.2806	0.03335571	NaN	NaN	NaN	
300434323000	291882111878	None	Fixation	(97.90, 195.64)	(287.20, 175.45)	271.2806	0.05001831	NaN	NaN	NaN	
300450990000	291898778508	None	Fixation	(97.86, 195.66)	(287.04, 175.09)	271.2806	0.06668091	NaN	NaN	NaN	
300484322000	291932109716	None	Fixation	(97.64, 195.94)	(287.03, 175.10)	271.2806	0.1000061	NaN	NaN	NaN	
300500987000	291948774320	None	Fixation	(97.55, 196.01)	(287.00, 175.23)	271.2806	0.1166687	NaN	NaN	NaN	
300517654000	291965440986	None	Fixation	(97.28, 195.63)	(286.80, 174.92)	271.2806	0.1333313	NaN	NaN	NaN	
300534322000	291982108542	None	Fixation	(97.23, 195.62)	(286.99, 175.37)	271.2806	0.1500244	NaN	NaN	NaN	
300550988000	291998774222	None	Fixation	(97.19, 195.89)	(286.93, 175.02)	271.2806	0.166687	NaN	NaN	NaN	
300567654000	292015439785	None	Fixation	(97.53, 195.80)	(286.69, 175.17)	271.2806	0.1833496	NaN	NaN	NaN	
300584321000	292032106356	None	Fixation	(97.03, 195.60)	(287.37, 175.23)	271.2806	0.2000122	NaN	NaN	NaN	
300600987000	292048772022	None	Fixation	(96.05, 195.57)	(287.16, 175.34)	271.2806	0.2166748	NaN	NaN	NaN	
300617654000	292065438601	None	Fixation	(97.47, 195.72)	(287.12, 175.39)	271.2806	0.2333374	NaN	NaN	NaN	
300634321000	292082105236	None	Fixation	(96.46, 195.57)	(287.49, 175.49)	271.2806	0.25	NaN	NaN	NaN	
300650987000	292098770855	None	Fixation	(96.45, 195.46)	(287.06, 175.40)	271.2806	0.2666626	NaN	NaN	NaN	
300667654000	292115437777	None	Fixation	(97.83, 195.65)	(286.96, 174.99)	271.2806	0.2833557	NaN	NaN	NaN	
300684320000	292132103056	None	Saccade	(101.24, 190.66)	(288.52, 179.32)	271.564	0.0166626	74.35123	2.478374	187.2277	
300700987000	292148769663	None	Saccade	(107.05, 181.39)	(293.62, 188.74)	271.564	0.0333252	134.6326	6.964912	183.5333	
300717654000	292165436372	None	Unknown	(108.04, 179.07)	(294.83, 192.30)	NaN	NaN	NaN	NaN	NaN	
300734320000	292182102225	None	Pursuit	(107.44, 178.94)	(294.80, 191.15)	271.614	0.0166626	7.533995	0.2511332	89.29023	
300734320000	292182102600	None	Pursuit	(107.44, 178.94)	(294.80, 191.15)	271.614	0.0166626	7.533995	0.2511332	89.29023	
300750987000	292198768550	None	Pursuit	(107.23, 178.49)	(295.79, 192.83)	271.614	0.0333252	6.118294	0.4083762	112.6887	
300767654000	292215435115	None	Pursuit	(107.21, 178.53)	(294.25, 191.44)	271.614	0.04998779	25.61503	0.4259454	339.0269	
300784320000	292232100773	None	Fixation	(106.70, 178.51)	(294.78, 191.26)	271.6639	0.0166626	NaN	NaN	NaN	
300800987000	292248767352	None	Fixation	(107.29, 178.51)	(294.65, 191.18)	271.6639	0.03335571	NaN	NaN	NaN	
300817654000	292265433980	None	Fixation	(106.83, 178.26)	(294.50, 191.19)	271.6639	0.05001831	NaN	NaN	NaN	
300834319000	292282098563	None	Fixation	(106.87, 178.48)	(294.76, 191.43)	271.6639	0.06668091	NaN	NaN	NaN	
300850986000	292298765196	None	Fixation	(106.95, 178.32)	(294.43, 191.03)	271.6639	0.08334351	NaN	NaN	NaN	
300867653000	292315431820	None	Fixation	(106.77, 178.39)	(295.03, 191.27)	271.6639	0.1000061	NaN	NaN	NaN	
300884319000	292332097452	None	Fixation	(106.79, 178.30)	(293.87, 191.36)	271.6639	0.1166687	NaN	NaN	NaN	
300917651000	292365428767	None	Fixation	(106.79, 178.07)	(294.41, 191.06)	271.6639	0.1499939	NaN	NaN	NaN	
300934319000	292382096330	None	Fixation	(106.80, 178.06)	(293.59, 191.08)	271.6639	0.166687	NaN	NaN	NaN	
300950985000	292398761884	None	Fixation	(107.03, 178.25)	(294.61, 190.74)	271.6639	0.1833496	NaN	NaN	NaN	
300967650000	292415426462	None	Fixation	(106.99, 178.23)	(294.12, 190.67)	271.6639	0.2000122	NaN	NaN	NaN	
300984316000	292432092095	None	Fixation	(106.80, 178.19)	(293.97, 190.35)	271.6639	0.2166748	NaN	NaN	NaN	
301000983000	292448758704	None	Fixation	(106.68, 178.18)	(294.59, 190.35)	271.6639	0.2333374	NaN	NaN	NaN	
301017649000	292465424341	None	Fixation	(106.50, 178.06)	(294.57, 190.36)	271.6639	0.25	NaN	NaN	NaN	
301034316000	292482090911	None	Fixation	(106.52, 178.17)	(294.79, 190.75)	271.6639	0.2666626	NaN	NaN	NaN	
301050983000	292498757559	None	Fixation	(106.51, 178.17)	(294.49, 190.69)	271.6639	0.2833252	NaN	NaN	NaN	
301067648000	292515422177	None	Fixation	(106.39, 178.28)	(293.89, 190.21)	271.6639	0.3000183	NaN	NaN	NaN	
301084315000	292532088789	None	Fixation	(106.48, 178.26)	(294.44, 190.41)	271.6639	0.3166809	NaN	NaN	NaN	
301100984000	292548757761	None	Fixation	(106.45, 178.08)	(293.80, 190.32)	271.6639	0.3333435	NaN	NaN	NaN	
301117650000	292565423061	None	Fixation	(106.46, 178.29)	(293.55, 190.22)	271.6639	0.3500061	NaN	NaN	NaN	
301134317000	292582089672	None	Fixation	(106.63, 178.16)	(294.10, 190.44)	271.6639	0.3666687	NaN	NaN	NaN	
301150983000	292598755227	None	Fixation	(106.58, 178.10)	(293.93, 190.35)	271.6639	0.3833313	NaN	NaN	NaN	
301150983000	292598755216	None	Fixation	(106.58, 178.10)	(293.93, 190.35)	271.6639	0.3833313	NaN	NaN	NaN	
301167650000	292615422233	None	Fixation	(106.87, 177.83)	(293.69, 190.04)	271.6639	0.3999939	NaN	NaN	NaN	
301184316000	292632087458	None	Fixation	(106.80, 177.88)	(293.51, 190.17)	271.6639	0.416687	NaN	NaN	NaN	
301200982000	292648753047	None	Fixation	(106.82, 177.87)	(293.37, 190.30)	271.6639	0.4333496	NaN	NaN	NaN	
301217649000	292665419718	None	Fixation	(106.84, 178.02)	(293.39, 190.32)	271.6639	0.4500122	NaN	NaN	NaN	
301234316000	292682086358	None	Fixation	(106.97, 178.10)	(293.50, 190.34)	271.6639	0.4666748	NaN	NaN	NaN	
301250982000	292698751894	None	Fixation	(107.14, 178.11)	(293.70, 190.38)	271.6639	0.4833374	NaN	NaN	NaN	
301267649000	292715418482	None	Fixation	(107.05, 178.11)	(293.49, 190.10)	271.6639	0.5	NaN	NaN	NaN	
301284316000	292732085146	None	Fixation	(106.88, 178.13)	(293.19, 190.09)	271.6639	0.5166626	NaN	NaN	NaN	
301300981000	292748749693	None	Fixation	(106.84, 178.22)	(293.32, 190.03)	271.6639	0.5333252	NaN	NaN	NaN	
301317648000	292765416370	None	Fixation	(106.92, 178.12)	(293.05, 190.10)	271.6639	0.5500183	NaN	NaN	NaN	
301334313000	292782081177	None	Saccade	(104.71, 183.56)	(290.17, 185.37)	272.214	0.0166626	72.21336	2.407112	175.3994	
301367648000	292815415166	None	Unknown	(101.44, 189.29)	(287.26, 180.33)	NaN	NaN	NaN	NaN	NaN	
301384314000	292832080828	None	Pursuit	(101.81, 189.57)	(286.60, 180.39)	272.2639	0.0166626	5.658529	0.1886176	293.1282	
301400981000	292848747384	None	Pursuit	(101.80, 189.43)	(286.49, 180.36)	272.2639	0.0333252	1.650417	0.1581072	277.8949	
301417648000	292865414107	None	Unknown	(101.96, 189.60)	(286.68, 180.21)	NaN	NaN	NaN	NaN	NaN	
301434313000	292882078633	None	Fixation	(101.54, 189.56)	(286.64, 180.19)	272.3139	0.0166626	NaN	NaN	NaN	
301450980000	292898745269	None	Fixation	(101.68, 189.42)	(287.36, 179.92)	272.3139	0.03335571	NaN	NaN	NaN	
301467645000	292915409865	None	Fixation	(101.52, 189.54)	(286.95, 179.96)	272.3139	0.05001831	NaN	NaN	NaN	
301484311000	292932075485	None	Fixation	(101.80, 189.49)	(287.20, 179.91)	272.3139	0.06668091	NaN	NaN	NaN	
301500978000	292948742075	None	Fixation	(101.19, 189.28)	(287.50, 179.93)	272.3139	0.08334351	NaN	NaN	NaN	
301517644000	292965407710	None	Fixation	(101.91, 189.49)	(287.20, 179.77)	272.3139	0.1000061	NaN	NaN	NaN	
301534313000	292982076345	None	Fixation	(101.91, 189.38)	(287.00, 180.04)	272.3139	0.1166687	NaN	NaN	NaN	
301550980000	292998743000	None	Fixation	(101.63, 189.39)	(287.24, 179.77)	272.3139	0.1333313	NaN	NaN	NaN	
301567645000	293015407542	None	Fixation	(102.09, 189.15)	(286.96, 179.81)	272.3139	0.1499939	NaN	NaN	NaN	
301567645000	293015407675	None	Fixation	(102.09, 189.15)	(286.96, 179.81)	272.3139	0.1499939	NaN	NaN	NaN	
301584312000	293032074166	None	Fixation	(101.63, 188.99)	(287.40, 179.93)	272.3139	0.166687	NaN	NaN	NaN	
301600979000	293048740763	None	Fixation	(101.95, 189.02)	(287.19, 179.77)	272.3139	0.1833496	NaN	NaN	NaN	
301617645000	293065406387	None	Fixation	(102.38, 188.91)	(287.92, 180.09)	272.3139	0.2000122	NaN	NaN	NaN	
301634312000	293082073292	None	Fixation	(102.14, 189.00)	(287.16, 179.90)	272.3139	0.2166748	NaN	NaN	NaN	
301650979000	293098739993	None	Fixation	(101.64, 188.95)	(287.74, 180.06)	272.3139	0.2333374	NaN	NaN	NaN	
301667645000	293115405685	None	Fixation	(101.97, 188.91)	(287.37, 180.28)	272.3139	0.25	NaN	NaN	NaN	
301684312000	293132072135	None	Fixation	(102.12, 188.98)	(287.20, 179.84)	272.3139	0.2666626	NaN	NaN	NaN	
301700977000	293148737023	None	Saccade	(103.38, 185.74)	(289.03, 183.00)	272.5806	0.0166626	42.78177	1.494676	175.573	
301717644000	293165403428	None	Unknown	(107.38, 177.76)	(294.25, 191.23)	NaN	NaN	NaN	NaN	NaN	
301734311000	293182069916	None	Unknown	(108.35, 176.17)	(296.32, 193.63)	NaN	NaN	NaN	NaN	NaN	
301750977000	293198735783	None	Pursuit	(107.81, 176.30)	(296.01, 193.20)	272.6306	0.0166626	6.790736	0.2263579	63.2009	
301767644000	293215402104	None	Pursuit	(107.62, 176.18)	(295.96, 193.27)	272.6306	0.0333252	2.747035	0.2979138	75.83261	
301800974000	293248731300	None	Fixation	(107.40, 175.92)	(295.80, 193.10)	272.6806	0.0166626	NaN	NaN	NaN	
301817641000	293265397901	None	Fixation	(107.34, 175.84)	(296.23, 193.02)	272.6806	0.0333252	NaN	NaN	NaN	
301834310000	293282066794	None	Fixation	(107.30, 175.89)	(296.03, 192.94)	272.6806	0.05001831	NaN	NaN	NaN	
301850976000	293298732305	None	Fixation	(107.28, 175.87)	(295.57, 193.06)	272.6806	0.06668091	NaN	NaN	NaN	
301867643000	293315398797	None	Fixation	(106.97, 175.88)	(295.91, 192.93)	272.6806	0.08334351	NaN	NaN	NaN	
301884310000	293332065475	None	Fixation	(107.24, 175.81)	(296.37, 193.09)	272.6806	0.1000061	NaN	NaN	NaN	
301900976000	293348730810	None	Fixation	(107.11, 175.90)	(295.96, 193.00)	272.6806	0.1166687	NaN	NaN	NaN	
301917643000	293365397421	None	Fixation	(107.07, 175.78)	(296.31, 192.93)	272.6806	0.1333313	NaN	NaN	NaN	
301934306000	293382060047	None	Fixation	(107.00, 175.96)	(296.05, 192.97)	272.6806	0.1499939	NaN	NaN	NaN	
301950973000	293398726713	None	Fixation	(107.19, 175.93)	(296.13, 192.75)	272.6806	0.1666565	NaN	NaN	NaN	
301967640000	293415393265	None	Fixation	(107.12, 175.88)	(296.22, 193.03)	272.6806	0.1833191	NaN	NaN	NaN	
301984306000	293432058849	None	Fixation	(107.23, 176.00)	(295.63, 193.05)	272.6806	0.2000122	NaN	NaN	NaN	
301984306000	293432058858	None	Fixation	(107.23, 176.00)	(295.63, 193.05)	272.6806	0.2000122	NaN	NaN	NaN	
302000972000	293448724480	None	Fixation	(107.29, 175.83)	(295.74, 192.75)	272.6806	0.2166748	NaN	NaN	NaN	
302017639000	293465391410	None	Fixation	(107.53, 175.74)	(295.60, 192.95)	272.6806	0.2333374	NaN	NaN	NaN	
302034307000	293482058688	None	Fixation	(107.52, 175.86)	(295.69, 192.85)	272.6806	0.25	NaN	NaN	NaN	
302050974000	293498725359	None	Fixation	(107.38, 175.74)	(296.05, 193.00)	272.6806	0.2666626	NaN	NaN	NaN	
302067641000	293515391923	None	Fixation	(107.46, 175.63)	(295.53, 192.98)	272.6806	0.2833252	NaN	NaN	NaN	
302084307000	293532057772	None	Fixation	(107.42, 175.74)	(295.40, 193.12)	272.6806	0.2999878	NaN	NaN	NaN	
302100973000	293548723144	None	Fixation	(107.58, 176.00)	(295.54, 192.98)	272.6806	0.3166809	NaN	NaN	NaN	
302117639000	293565388780	None	Fixation	(107.60, 175.92)	(295.53, 192.68)	272.6806	0.3333435	NaN	NaN	NaN	
302134306000	293582055425	None	Fixation	(107.64, 175.91)	(295.37, 192.71)	272.6806	0.3500061	NaN	NaN	NaN	
302150973000	293598721983	None	Fixation	(107.34, 176.13)	(295.22, 192.71)	272.6806	0.3666687	NaN	NaN	NaN	
302167638000	293615386697	None	Fixation	(107.44, 176.04)	(295.40, 192.56)	272.6806	0.3833313	NaN	NaN	NaN	
302184305000	293632053244	None	Fixation	(107.24, 176.19)	(295.01, 192.75)	272.6806	0.3999939	NaN	NaN	NaN	
302200971000	293648718829	None	Fixation	(107.36, 176.29)	(295.42, 192.76)	272.6806	0.4166565	NaN	NaN	NaN	
302234305000	293682052301	None	Fixation	(107.45, 176.29)	(295.36, 192.67)	272.6806	0.4500122	NaN	NaN	NaN	
302250971000	293698717781	None	Fixation	(107.11, 176.12)	(295.31, 192.64)	272.6806	0.4666748	NaN	NaN	NaN	
302267638000	293715384616	None	Fixation	(107.36, 176.06)	(295.95, 192.74)	272.6806	0.4833374	NaN	NaN	NaN	
302284305000	293732050894	None	Fixation	(107.19, 176.13)	(295.76, 192.42)	272.6806	0.5	NaN	NaN	NaN	
302300970000	293748715500	None	Fixation	(107.18, 176.08)	(294.94, 192.44)	272.6806	0.5166626	NaN	NaN	NaN	
302334302000	293782047135	None	Fixation	(107.14, 175.98)	(296.17, 192.72)	272.6806	0.5499878	NaN	NaN	NaN	
302334302000	293782046988	None	Fixation	(107.14, 175.98)	(296.17, 192.72)	272.6806	0.5499878	NaN	NaN	NaN	
302384304000	293832047577	None	Fixation	(107.11, 175.96)	(295.35, 192.70)	272.6806	0.6000061	NaN	NaN	NaN	
302384304000	293832047578	None	Fixation	(107.11, 175.96)	(295.35, 192.70)	272.6806	0.6000061	NaN	NaN	NaN	
302384304000	293832047583	None	Fixation	(107.11, 175.96)	(295.35, 192.70)	272.6806	0.6000061	NaN	NaN	NaN	
302400969000	293848712211	None	Fixation	(107.04, 175.89)	(295.58, 192.52)	272.6806	0.6166687	NaN	NaN	NaN	
302417636000	293865378867	None	Fixation	(107.19, 176.12)	(295.70, 192.72)	272.6806	0.6333313	NaN	NaN	NaN	
302417636000	293865378872	None	Fixation	(107.19, 176.12)	(295.70, 192.72)	272.6806	0.6333313	NaN	NaN	NaN	
302434302000	293882044407	None	Fixation	(107.03, 175.96)	(296.57, 192.81)	272.6806	0.6499939	NaN	NaN	NaN	
302450969000	293898711149	None	Fixation	(106.99, 176.05)	(295.82, 192.25)	272.6806	0.6666565	NaN	NaN	NaN	
302484301000	293932042629	None	Fixation	(107.15, 176.03)	(295.97, 192.45)	272.6806	0.6999817	NaN	NaN	NaN	
302484301000	293932042273	None	Fixation	(107.15, 176.03)	(295.97, 192.45)	272.6806	0.6999817	NaN	NaN	NaN	
302500967000	293948708265	None	Fixation	(107.11, 176.06)	(295.06, 192.62)	272.6806	0.7166748	NaN	NaN	NaN	
302534299000	293982039567	None	Fixation	(107.22, 176.33)	(295.50, 192.13)	272.6806	0.75	NaN	NaN	NaN	
302550966000	293998706160	None	Fixation	(107.32, 176.30)	(295.53, 192.51)	272.6806	0.7666626	NaN	NaN	NaN	
302567635000	294015374739	None	Fixation	(107.35, 176.39)	(294.78, 191.90)	272.6806	0.7833252	NaN	NaN	NaN	
302567635000	294015374315	None	Fixation	(107.35, 176.39)	(294.78, 191.90)	272.6806	0.7833252	NaN	NaN	NaN	
302600967000	294048705981	None	Saccade	(91.93, 188.85)	(298.08, 181.58)	273.4639	0.0333252	144.1622	8.128728	34.39323	
302600967000	294048705525	None	Saccade	(91.93, 188.85)	(298.08, 181.58)	273.4639	0.0333252	144.1622	8.128728	34.39323	
302634300000	294082038741	None	Pursuit	(84.19, 194.07)	(299.87, 176.10)	273.5139	0.01669312	33.0282	1.10094	70.38206	
302634300000	294082037819	None	Pursuit	(84.19, 194.07)	(299.87, 176.10)	273.5139	0.01669312	33.0282	1.10094	70.38206	
302650967000	294098704464	None	Pursuit	(84.74, 194.02)	(300.22, 175.44)	273.5139	0.03335571	6.816929	0.8738214	69.96447	
302700966000	294148702638	None	Fixation	(84.10, 193.60)	(300.30, 174.59)	273.5806	0.0166626	NaN	NaN	NaN	
302700966000	294148702310	None	Fixation	(84.10, 193.60)	(300.30, 174.59)	273.5806	0.0166626	NaN	NaN	NaN	
302734300000	294182035862	None	Fixation	(84.70, 193.58)	(300.18, 174.42)	273.5806	0.04998779	NaN	NaN	NaN	
302750967000	294198702451	None	Saccade	(81.31, 195.45)	(300.53, 172.86)	273.6306	0.01669312	47.55602	1.585201	48.22314	
302767631000	294215366062	None	Saccade	(74.39, 198.41)	(305.27, 171.61)	273.6473	0.0166626	60.18478	2.006159	88.27766	
302767631000	294215365672	None	Saccade	(74.39, 198.41)	(305.27, 171.61)	273.6473	0.0166626	60.18478	2.006159	88.27766	
302800965000	294248699336	None	Pursuit	(73.18, 198.41)	(306.52, 170.05)	273.6806	0.0166626	0.2349527	0.007831756	68.18304	
302800965000	294248698981	None	Pursuit	(73.18, 198.41)	(306.52, 170.05)	273.6806	0.0166626	0.2349527	0.007831756	68.18304	
302834299000	294282032526	None	Unknown	(73.44, 198.18)	(306.69, 170.72)	NaN	NaN	NaN	NaN	NaN	
302834299000	294282032645	None	Unknown	(73.44, 198.18)	(306.69, 170.72)	NaN	NaN	NaN	NaN	NaN	
302834299000	294282032167	None	Unknown	(73.44, 198.18)	(306.69, 170.72)	NaN	NaN	NaN	NaN	NaN	
302867630000	294315362807	None	Fixation	(73.94, 197.76)	(306.67, 169.82)	273.7306	0.0333252	NaN	NaN	NaN	
302884297000	294332029340	None	Fixation	(73.78, 197.32)	(306.61, 170.23)	273.7306	0.04998779	NaN	NaN	NaN	
302900964000	294348695986	None	Fixation	(74.24, 197.65)	(306.02, 169.93)	273.7306	0.06668091	NaN	NaN	NaN	
302900964000	294348695570	None	Fixation	(74.24, 197.65)	(306.02, 169.93)	273.7306	0.06668091	NaN	NaN	NaN	
302934298000	294382029208	None	Fixation	(74.04, 197.57)	(306.85, 169.59)	273.7306	0.1000061	NaN	NaN	NaN	
302950964000	294398694897	None	Fixation	(73.97, 197.50)	(306.97, 169.77)	273.7306	0.1166687	NaN	NaN	NaN	
302967631000	294415361417	None	Fixation	(74.00, 197.49)	(306.21, 169.69)	273.7306	0.1333313	NaN	NaN	NaN	
302984297000	294432027092	None	Fixation	(73.72, 197.60)	(306.56, 169.83)	273.7306	0.1499939	NaN	NaN	NaN	
303000964000	294448693671	None	Fixation	(72.51, 199.09)	(306.59, 168.10)	273.7306	0.1666565	NaN	NaN	NaN	
303000964000	294448693258	None	Fixation	(72.51, 199.09)	(306.59, 168.10)	273.7306	0.1666565	NaN	NaN	NaN	
303034296000	294482024907	None	Fixation	(72.42, 199.11)	(307.15, 168.99)	273.7306	0.2000122	NaN	NaN	NaN	
303034296000	294482024471	None	Fixation	(72.42, 199.11)	(307.15, 168.99)	273.7306	0.2000122	NaN	NaN	NaN	
303067630000	294515358183	None	Fixation	(72.35, 198.79)	(307.18, 168.92)	273.7306	0.2333374	NaN	NaN	NaN	
303067630000	294515357692	None	Fixation	(72.35, 198.79)	(307.18, 168.92)	273.7306	0.2333374	NaN	NaN	NaN	
303100961000	294548688818	None	Fixation	(72.73, 198.61)	(306.75, 169.13)	273.7306	0.2666626	NaN	NaN	NaN	
303134295000	294582021667	None	Fixation	(72.61, 198.60)	(306.31, 168.59)	273.7306	0.2999878	NaN	NaN	NaN	
