TimeStamp	SystemTimeStamp	Error	Behavior	EyeLeft	EyeRight	OnsetS	DurationS	VelocityDegps	AmplitudeDeg	DirectionRadial	
289651097000	281686336204	None	Fixation	(138.12, 151.44)	(280.11, 196.98)	259.2974	0.08334351	NaN	NaN	NaN	
289667763000	281703002710	None	Fixation	(138.08, 151.55)	(279.89, 196.71)	259.2974	0.1000061	NaN	NaN	NaN	
289684429000	281719667921	None	Fixation	(138.09, 151.62)	(279.69, 196.66)	259.2974	0.1166687	NaN	NaN	NaN	
289701096000	281736334075	None	Fixation	(138.30, 151.56)	(279.62, 196.38)	259.2974	0.1333313	NaN	NaN	NaN	
289717763000	281753000729	None	Fixation	(138.33, 151.46)	(279.25, 196.60)	259.2974	0.1500244	NaN	NaN	NaN	
289734429000	281769666330	None	Fixation	(138.22, 151.61)	(279.73, 196.22)	259.2974	0.166687	NaN	NaN	NaN	
289751096000	281786332979	None	Fixation	(138.67, 151.65)	(279.29, 196.66)	259.2974	0.1833496	NaN	NaN	NaN	
289767761000	281802997664	None	Fixation	(138.24, 151.88)	(279.67, 196.10)	259.2974	0.2000122	NaN	NaN	NaN	
289784428000	281819664761	None	Fixation	(138.28, 151.70)	(279.21, 196.24)	259.2974	0.2166748	NaN	NaN	NaN	
289801094000	281836329836	None	Fixation	(138.37, 151.86)	(279.31, 196.59)	259.2974	0.2333374	NaN	NaN	NaN	
289817761000	281852996526	None	Fixation	(138.11, 152.01)	(279.45, 196.47)	259.2974	0.25	NaN	NaN	NaN	
289834428000	281869663073	None	Fixation	(138.07, 151.98)	(279.59, 196.02)	259.2974	0.2666626	NaN	NaN	NaN	
289851094000	281886329148	None	Fixation	(138.24, 152.02)	(279.50, 196.10)	259.2974	0.2833557	NaN	NaN	NaN	
289867761000	281902995388	None	Fixation	(138.28, 152.08)	(279.25, 196.21)	259.2974	0.3000183	NaN	NaN	NaN	
289884428000	281919661972	None	Fixation	(138.08, 152.08)	(279.06, 196.07)	259.2974	0.3166809	NaN	NaN	NaN	
289901093000	281936326568	None	Fixation	(138.81, 151.99)	(279.55, 196.01)	259.2974	0.3333435	NaN	NaN	NaN	
289917760000	281952993298	None	Fixation	(138.28, 152.01)	(279.25, 195.89)	259.2974	0.3500061	NaN	NaN	NaN	
289934426000	281969658789	None	Fixation	(138.25, 151.96)	(279.11, 195.80)	259.2974	0.3666687	NaN	NaN	NaN	
289951093000	281986325448	None	Fixation	(138.48, 151.69)	(278.58, 195.75)	259.2974	0.3833313	NaN	NaN	NaN	
289967760000	282002992164	None	Fixation	(138.65, 151.81)	(279.26, 195.75)	259.2974	0.3999939	NaN	NaN	NaN	
289984426000	282019657795	None	Fixation	(138.17, 151.99)	(279.24, 195.58)	259.2974	0.416687	NaN	NaN	NaN	
290001093000	282036324641	None	Saccade	(140.82, 149.58)	(280.18, 199.03)	259.7141	0.0166626	44.05776	1.468592	196.2342	
290017760000	282052991008	None	Unknown	(146.34, 141.53)	(285.93, 213.67)	NaN	NaN	NaN	NaN	NaN	
290034426000	282069656563	None	Saccade	(149.37, 137.23)	(288.99, 221.92)	259.7474	0.0166626	108.2904	3.609681	172.6077	
290051093000	282086323186	None	Pursuit	(148.79, 136.95)	(288.58, 220.61)	259.7641	0.0166626	7.964976	0.2654992	102.3517	
290067758000	282102987826	None	Pursuit	(148.52, 136.58)	(289.06, 220.70)	259.7641	0.0333252	5.697851	0.4412264	114.4372	
290084425000	282119654461	None	Pursuit	(148.66, 136.25)	(288.82, 220.37)	259.7641	0.04998779	4.371562	0.4971418	130.9563	
290101092000	282136321072	None	Unknown	(148.56, 136.10)	(288.90, 220.49)	NaN	NaN	NaN	NaN	NaN	
290117758000	282152986781	None	Fixation	(148.49, 136.08)	(288.73, 220.34)	259.8307	0.0166626	NaN	NaN	NaN	
290134425000	282169653497	None	Fixation	(148.41, 135.85)	(289.43, 220.44)	259.8307	0.0333252	NaN	NaN	NaN	
290151091000	282186319237	None	Fixation	(148.64, 135.90)	(288.74, 220.35)	259.8307	0.04998779	NaN	NaN	NaN	
290167758000	282202985998	None	Fixation	(148.37, 135.95)	(289.01, 220.33)	259.8307	0.06665039	NaN	NaN	NaN	
290184425000	282219652550	None	Fixation	(148.21, 135.73)	(289.13, 220.18)	259.8307	0.08331299	NaN	NaN	NaN	
290201091000	282236318266	None	Fixation	(148.20, 135.87)	(289.25, 219.96)	259.8307	0.09997559	NaN	NaN	NaN	
290217758000	282252984727	None	Fixation	(148.17, 135.84)	(288.59, 220.12)	259.8307	0.1166382	NaN	NaN	NaN	
290234423000	282269649043	None	Fixation	(148.27, 135.81)	(288.84, 219.98)	259.8307	0.1333008	NaN	NaN	NaN	
290251090000	282286315815	None	Fixation	(148.15, 135.70)	(289.55, 220.04)	259.8307	0.1499939	NaN	NaN	NaN	
290267757000	282302982303	None	Fixation	(148.05, 135.78)	(289.12, 220.11)	259.8307	0.1666565	NaN	NaN	NaN	
290284423000	282319648558	None	Fixation	(148.15, 135.78)	(288.95, 220.08)	259.8307	0.1833191	NaN	NaN	NaN	
290301090000	282336314559	None	Fixation	(148.06, 135.71)	(288.94, 220.25)	259.8307	0.1999817	NaN	NaN	NaN	
