TimeStamp	SystemTimeStamp	Error	Behavior	EyeLeft	EyeRight	OnsetS	DurationS	VelocityDegps	AmplitudeDeg	DirectionRadial	
268917967000	260980629251	None	Fixation	(134.62, 198.05)	(289.27, 219.49)	239.4809	0.1999969	NaN	NaN	NaN	
268934634000	260997295540	None	Saccade	(131.43, 205.36)	(285.78, 212.60)	239.6809	0.0166626	98.0651	3.268837	178.3095	
268951300000	261013962070	None	Unknown	(130.57, 206.85)	(284.97, 211.13)	NaN	NaN	NaN	NaN	NaN	
268967967000	261030627765	None	Pursuit	(130.38, 206.79)	(285.07, 211.05)	239.7143	0.01667786	2.470849	0.08236162	95.22181	
268984634000	261047294381	None	Pursuit	(129.76, 206.62)	(285.21, 210.96)	239.7143	0.03334045	7.995206	0.34879	93.03436	
269001299000	261063959144	None	Unknown	(130.19, 206.89)	(285.16, 210.68)	NaN	NaN	NaN	NaN	NaN	
269017966000	261080625600	None	Fixation	(130.10, 206.82)	(285.22, 210.69)	239.7643	0.0166626	NaN	NaN	NaN	
269034633000	261097292192	None	Fixation	(130.05, 206.52)	(285.23, 210.68)	239.7643	0.03334045	NaN	NaN	NaN	
269051299000	261113957825	None	Fixation	(130.28, 206.74)	(285.22, 210.67)	239.7643	0.05000305	NaN	NaN	NaN	
269067966000	261130624442	None	Fixation	(130.28, 206.68)	(285.01, 210.47)	239.7643	0.06666565	NaN	NaN	NaN	
269084632000	261147290054	None	Fixation	(130.32, 206.47)	(285.24, 210.51)	239.7643	0.08332825	NaN	NaN	NaN	
269101299000	261163956655	None	Fixation	(129.99, 206.76)	(285.05, 210.44)	239.7643	0.1000061	NaN	NaN	NaN	
269117966000	261180623267	None	Fixation	(130.05, 206.85)	(285.10, 210.29)	239.7643	0.1166687	NaN	NaN	NaN	
269134633000	261197289892	None	Fixation	(130.09, 206.93)	(284.99, 210.20)	239.7643	0.1333313	NaN	NaN	NaN	
269167965000	261230621114	None	Fixation	(130.12, 206.98)	(285.07, 210.22)	239.7643	0.1666718	NaN	NaN	NaN	
269167965000	261230621111	None	Fixation	(130.12, 206.98)	(285.07, 210.22)	239.7643	0.1666718	NaN	NaN	NaN	
269184631000	261247286733	None	Fixation	(130.02, 206.96)	(285.10, 210.21)	239.7643	0.1833344	NaN	NaN	NaN	
269201298000	261263953349	None	Fixation	(130.09, 207.03)	(284.97, 210.25)	239.7643	0.1999969	NaN	NaN	NaN	
269217965000	261280619953	None	Fixation	(130.14, 207.00)	(285.05, 210.40)	239.7643	0.2166748	NaN	NaN	NaN	
269234631000	261297285553	None	Fixation	(130.32, 207.07)	(285.00, 210.28)	239.7643	0.2333374	NaN	NaN	NaN	
269251298000	261313952700	None	Fixation	(130.39, 206.89)	(284.86, 210.15)	239.7643	0.25	NaN	NaN	NaN	
269267965000	261330618821	None	Fixation	(130.11, 207.16)	(284.48, 210.19)	239.7643	0.2666626	NaN	NaN	NaN	
269284632000	261347285403	None	Fixation	(130.21, 207.39)	(284.66, 210.18)	239.7643	0.2833405	NaN	NaN	NaN	
269301298000	261363951017	None	Fixation	(129.88, 207.25)	(284.48, 210.04)	239.7643	0.3000031	NaN	NaN	NaN	
269317965000	261380617643	None	Fixation	(129.94, 207.55)	(284.36, 209.97)	239.7643	0.3166656	NaN	NaN	NaN	
269334632000	261397284248	None	Fixation	(129.98, 207.70)	(284.43, 209.75)	239.7643	0.3333282	NaN	NaN	NaN	
269351298000	261413949853	None	Fixation	(129.85, 207.74)	(284.27, 209.78)	239.7643	0.3500061	NaN	NaN	NaN	
269367963000	261430614459	None	Fixation	(129.97, 207.62)	(284.31, 209.99)	239.7643	0.3666687	NaN	NaN	NaN	
269384630000	261447281072	None	Fixation	(129.98, 207.78)	(284.59, 210.04)	239.7643	0.3833313	NaN	NaN	NaN	
269401296000	261463946684	None	Fixation	(130.04, 207.55)	(284.29, 209.67)	239.7643	0.3999939	NaN	NaN	NaN	
269417962000	261480612319	None	Fixation	(130.05, 208.04)	(284.06, 209.69)	239.7643	0.4166718	NaN	NaN	NaN	
269434629000	261497278924	None	Saccade	(126.98, 216.05)	(280.61, 202.99)	240.1809	0.0166626	105.5778	3.51926	176.8615	
269451295000	261513944534	None	Saccade	(124.81, 222.03)	(278.22, 199.17)	240.1809	0.0333252	78.16461	6.124491	175.7526	
269467962000	261530611140	None	Unknown	(125.22, 220.63)	(278.10, 199.06)	NaN	NaN	NaN	NaN	NaN	
269484629000	261547277746	None	Pursuit	(124.96, 220.98)	(278.40, 198.77)	240.2309	0.01667786	5.417724	0.1805908	22.77729	
269501295000	261563944825	None	Pursuit	(125.19, 220.78)	(278.40, 198.69)	240.2309	0.03334045	3.778827	0.06472074	356.3638	
269517962000	261580609983	None	Unknown	(124.83, 220.88)	(278.08, 198.48)	NaN	NaN	NaN	NaN	NaN	
269534630000	261597277561	None	Fixation	(124.54, 220.91)	(278.38, 198.32)	240.2809	0.0166626	NaN	NaN	NaN	
269551296000	261613943164	None	Fixation	(124.48, 221.11)	(278.44, 198.28)	240.2809	0.03334045	NaN	NaN	NaN	
269567963000	261630609792	None	Fixation	(124.55, 221.26)	(278.41, 198.16)	240.2809	0.05000305	NaN	NaN	NaN	
269584629000	261647275411	None	Fixation	(124.47, 221.35)	(278.39, 197.87)	240.2809	0.06666565	NaN	NaN	NaN	
269601296000	261663942083	None	Fixation	(124.44, 221.12)	(278.38, 197.87)	240.2809	0.08332825	NaN	NaN	NaN	
269617963000	261680608625	None	Fixation	(124.48, 221.18)	(278.30, 197.74)	240.2809	0.1000061	NaN	NaN	NaN	
269634626000	261697271242	None	Fixation	(124.41, 221.34)	(278.48, 197.76)	240.2809	0.1166687	NaN	NaN	NaN	
269651293000	261713937853	None	Fixation	(124.45, 221.25)	(278.40, 197.76)	240.2809	0.1333313	NaN	NaN	NaN	
269667961000	261730605497	None	Fixation	(124.35, 221.53)	(278.30, 197.75)	240.2809	0.1499939	NaN	NaN	NaN	
269684628000	261747272098	None	Fixation	(124.13, 221.48)	(278.26, 197.45)	240.2809	0.1666718	NaN	NaN	NaN	
269701295000	261763938693	None	Fixation	(124.25, 221.64)	(278.25, 197.25)	240.2809	0.1833344	NaN	NaN	NaN	
269717961000	261780604310	None	Saccade	(127.53, 216.22)	(279.84, 201.73)	240.4643	0.0166626	77.94022	2.598007	185.8116	
269734628000	261797270914	None	Saccade	(132.40, 206.97)	(284.56, 211.61)	240.4643	0.03334045	128.5512	6.8801	182.6733	
269751295000	261813937564	None	Saccade	(135.13, 201.38)	(287.51, 218.71)	240.4643	0.05000305	94.53635	9.581911	169.648	
269767958000	261830600156	None	Pursuit	(135.10, 201.00)	(287.82, 218.89)	240.5143	0.0166626	4.669364	0.1556455	162.699	
