TimeStamp	SystemTimeStamp	Error	Behavior	EyeLeft	EyeRight	OnsetS	DurationS	VelocityDegps	AmplitudeDeg	DirectionRadial	
286534457000	277946062910	None	Unknown	(58.38, 183.07)	(304.53, 192.12)	NaN	NaN	NaN	NaN	NaN	
286551123000	277962728156	None	Pursuit	(58.46, 183.13)	(304.78, 191.99)	257.3307	0.0166626	1.17327	0.039109	294.7827	
286567790000	277979395363	None	Pursuit	(58.80, 182.93)	(304.61, 191.76)	257.3307	0.03335571	4.916657	0.1817295	237.5614	
286584456000	277996060403	None	Unknown	(58.47, 183.14)	(305.01, 191.80)	NaN	NaN	NaN	NaN	NaN	
286601123000	278012726784	None	Fixation	(58.42, 183.38)	(304.61, 191.53)	257.3808	0.0166626	NaN	NaN	NaN	
286617790000	278029393271	None	Fixation	(58.24, 183.10)	(304.71, 191.52)	257.3808	0.0333252	NaN	NaN	NaN	
286634455000	278046057970	None	Fixation	(58.03, 183.13)	(304.77, 191.31)	257.3808	0.04998779	NaN	NaN	NaN	
286651122000	278062724513	None	Fixation	(58.12, 183.17)	(304.74, 191.36)	257.3808	0.06665039	NaN	NaN	NaN	
286667789000	278079391156	None	Fixation	(58.52, 183.14)	(304.53, 191.34)	257.3808	0.08331299	NaN	NaN	NaN	
286684455000	278096056681	None	Fixation	(58.64, 183.15)	(304.76, 191.33)	257.3808	0.09997559	NaN	NaN	NaN	
286701122000	278112723372	None	Fixation	(58.26, 183.46)	(304.83, 191.32)	257.3808	0.1166687	NaN	NaN	NaN	
286717789000	278129389958	None	Fixation	(58.03, 183.10)	(305.10, 191.54)	257.3808	0.1333313	NaN	NaN	NaN	
286734454000	278146054968	None	Fixation	(58.61, 183.32)	(304.92, 191.62)	257.3808	0.1499939	NaN	NaN	NaN	
286751121000	278162721338	None	Fixation	(58.08, 183.28)	(304.72, 191.45)	257.3808	0.1666565	NaN	NaN	NaN	
286767789000	278179388979	None	Fixation	(58.59, 183.35)	(304.93, 191.24)	257.3808	0.1833191	NaN	NaN	NaN	
286784456000	278196055672	None	Fixation	(58.11, 183.37)	(304.62, 191.59)	257.3808	0.1999817	NaN	NaN	NaN	
286801121000	278212720455	None	Fixation	(58.06, 183.28)	(305.17, 191.62)	257.3808	0.2166443	NaN	NaN	NaN	
286817787000	278229385865	None	Fixation	(58.04, 183.27)	(304.97, 191.54)	257.3808	0.2333069	NaN	NaN	NaN	
286834454000	278246052384	None	Fixation	(58.23, 183.43)	(304.72, 191.52)	257.3808	0.25	NaN	NaN	NaN	
286834454000	278246052435	None	Fixation	(58.23, 183.43)	(304.72, 191.52)	257.3808	0.25	NaN	NaN	NaN	
286851121000	278262719043	None	Fixation	(58.12, 183.34)	(304.75, 191.49)	257.3808	0.2666626	NaN	NaN	NaN	
286867786000	278279383552	None	Fixation	(58.67, 183.36)	(305.00, 191.71)	257.3808	0.2833252	NaN	NaN	NaN	
286884453000	278296050070	None	Fixation	(58.73, 183.43)	(304.72, 191.55)	257.3808	0.2999878	NaN	NaN	NaN	
286901120000	278312716751	None	Fixation	(58.73, 183.25)	(304.74, 191.56)	257.3808	0.3166504	NaN	NaN	NaN	
286917786000	278329382261	None	Fixation	(58.65, 183.45)	(304.70, 191.63)	257.3808	0.333313	NaN	NaN	NaN	
286951120000	278362715502	None	Fixation	(58.87, 183.63)	(304.71, 191.62)	257.3808	0.3666687	NaN	NaN	NaN	
286967786000	278379381126	None	Fixation	(59.01, 183.80)	(304.27, 191.57)	257.3808	0.3833313	NaN	NaN	NaN	
286984453000	278396047733	None	Fixation	(59.05, 183.73)	(304.29, 191.42)	257.3808	0.3999939	NaN	NaN	NaN	
287001118000	278412712414	None	Fixation	(59.01, 183.79)	(304.25, 191.40)	257.3808	0.4166565	NaN	NaN	NaN	
287017785000	278429379030	None	Fixation	(59.06, 183.92)	(303.87, 191.08)	257.3808	0.4333191	NaN	NaN	NaN	
287034451000	278446044556	None	Fixation	(58.84, 183.92)	(304.32, 191.23)	257.3808	0.4499817	NaN	NaN	NaN	
287051118000	278462711237	None	Fixation	(58.97, 183.97)	(304.58, 191.21)	257.3808	0.4666443	NaN	NaN	NaN	
287067785000	278479377824	None	Fixation	(59.00, 184.01)	(304.05, 191.11)	257.3808	0.4833069	NaN	NaN	NaN	
287084451000	278496043514	None	Fixation	(59.00, 184.26)	(303.91, 190.89)	257.3808	0.5	NaN	NaN	NaN	
287101118000	278512710066	None	Fixation	(58.88, 184.21)	(303.87, 190.90)	257.3808	0.5166626	NaN	NaN	NaN	
287117785000	278529376704	None	Fixation	(58.83, 184.10)	(303.93, 190.88)	257.3808	0.5333252	NaN	NaN	NaN	
287134450000	278546041240	None	Fixation	(58.28, 185.42)	(302.96, 189.99)	257.3808	0.5499878	NaN	NaN	NaN	
287151117000	278562708000	None	Saccade	(54.19, 192.66)	(299.65, 184.78)	257.9308	0.0166626	102.3649	3.412163	178.5039	
287167784000	278579374518	None	Unknown	(52.03, 195.69)	(299.52, 182.68)	NaN	NaN	NaN	NaN	NaN	
287184450000	278596040082	None	Pursuit	(52.46, 194.82)	(298.76, 182.39)	257.9641	0.0166626	11.96102	0.3987005	192.9858	
287201117000	278612706726	None	Pursuit	(52.51, 195.01)	(298.95, 182.38)	257.9641	0.0333252	2.511749	0.3400564	202.2944	
287217784000	278629373324	None	Unknown	(52.40, 194.87)	(298.99, 182.47)	NaN	NaN	NaN	NaN	NaN	
287234449000	278646037936	None	Fixation	(52.25, 194.83)	(299.19, 182.44)	258.0141	0.0166626	NaN	NaN	NaN	
287251116000	278662704557	None	Fixation	(52.52, 194.62)	(299.04, 182.23)	258.0141	0.0333252	NaN	NaN	NaN	
287251116000	278662704556	None	Fixation	(52.52, 194.62)	(299.04, 182.23)	258.0141	0.0333252	NaN	NaN	NaN	
287267783000	278679371171	None	Fixation	(52.37, 194.60)	(300.05, 182.58)	258.0141	0.04998779	NaN	NaN	NaN	
287284449000	278696036811	None	Fixation	(52.38, 194.66)	(298.90, 182.30)	258.0141	0.06665039	NaN	NaN	NaN	
287301116000	278712703431	None	Fixation	(52.50, 194.45)	(299.07, 182.42)	258.0141	0.08331299	NaN	NaN	NaN	
287317782000	278729369027	None	Fixation	(52.55, 194.46)	(299.58, 182.20)	258.0141	0.09997559	NaN	NaN	NaN	
287334449000	278746035676	None	Fixation	(52.63, 194.22)	(299.90, 182.32)	258.0141	0.1166382	NaN	NaN	NaN	
287351116000	278762702236	None	Fixation	(52.58, 194.62)	(299.39, 182.27)	258.0141	0.1333313	NaN	NaN	NaN	
287367781000	278779366831	None	Fixation	(52.55, 194.35)	(299.13, 181.92)	258.0141	0.1499939	NaN	NaN	NaN	
287401114000	278812699086	None	Fixation	(52.67, 194.63)	(299.20, 182.04)	258.0141	0.1833191	NaN	NaN	NaN	
287417781000	278829365720	None	Fixation	(52.41, 194.35)	(299.20, 182.10)	258.0141	0.1999817	NaN	NaN	NaN	
287434448000	278846032560	None	Fixation	(53.03, 194.47)	(298.64, 182.04)	258.0141	0.2166443	NaN	NaN	NaN	
287451115000	278862698925	None	Saccade	(55.74, 190.41)	(301.38, 185.33)	258.2307	0.0166626	60.05657	2.001886	177.0071	
287467781000	278879364514	None	Saccade	(60.23, 182.03)	(305.19, 192.58)	258.2307	0.0333252	116.9919	5.895247	179.1142	
287484448000	278896031202	None	Unknown	(62.36, 179.29)	(306.43, 195.95)	NaN	NaN	NaN	NaN	NaN	
287501113000	278912695819	None	Pursuit	(61.39, 179.38)	(305.74, 195.20)	258.2808	0.0166626	12.06104	0.4020347	71.52267	
287517780000	278929362373	None	Pursuit	(61.40, 179.42)	(305.55, 195.14)	258.2808	0.0333252	0.5371592	0.3974049	69.04317	
287534447000	278946029045	None	Unknown	(61.63, 179.42)	(306.39, 195.08)	NaN	NaN	NaN	NaN	NaN	
287551113000	278962694636	None	Fixation	(61.95, 179.34)	(305.33, 194.98)	258.3307	0.0166626	NaN	NaN	NaN	
287567780000	278979361250	None	Fixation	(61.39, 179.40)	(305.50, 195.00)	258.3307	0.0333252	NaN	NaN	NaN	
287584447000	278996027815	None	Fixation	(61.66, 179.66)	(306.23, 194.68)	258.3307	0.04998779	NaN	NaN	NaN	
287601113000	279012693521	None	Fixation	(61.67, 179.60)	(306.22, 194.56)	258.3307	0.06668091	NaN	NaN	NaN	
287617780000	279029360059	None	Fixation	(61.69, 179.57)	(306.85, 195.06)	258.3307	0.08334351	NaN	NaN	NaN	
287634445000	279046024653	None	Fixation	(61.39, 179.60)	(305.44, 194.62)	258.3307	0.1000061	NaN	NaN	NaN	
287651112000	279062691344	None	Fixation	(61.48, 179.66)	(305.09, 194.56)	258.3307	0.1166687	NaN	NaN	NaN	
287667779000	279079357901	None	Fixation	(61.40, 179.81)	(305.29, 194.60)	258.3307	0.1333313	NaN	NaN	NaN	
287684445000	279096023526	None	Fixation	(61.46, 179.72)	(305.19, 194.51)	258.3307	0.1499939	NaN	NaN	NaN	
287684445000	279096023490	None	Fixation	(61.46, 179.72)	(305.19, 194.51)	258.3307	0.1499939	NaN	NaN	NaN	
