TimeStamp	SystemTimeStamp	Error	Behavior	EyeLeft	EyeRight	OnsetS	DurationS	VelocityDegps	AmplitudeDeg	DirectionRadial	
297334355000	288760178524	None	Blink	(0.00, 0.00)	(208.84, 197.79)	NaN	NaN	NaN	NaN	NaN	
297351021000	288776844218	None	Blink	(148.12, 238.14)	(223.93, 202.19)	NaN	NaN	NaN	NaN	NaN	
297367688000	288793510760	None	Blink	(124.23, 222.10)	(245.04, 188.65)	NaN	NaN	NaN	NaN	NaN	
297367688000	288793510463	None	Blink	(124.23, 222.10)	(245.04, 188.65)	NaN	NaN	NaN	NaN	NaN	
297401021000	288826843095	None	Blink	(132.65, 215.67)	(243.25, 194.25)	NaN	NaN	NaN	NaN	NaN	
297401021000	288826842730	None	Blink	(132.65, 215.67)	(243.25, 194.25)	NaN	NaN	NaN	NaN	NaN	
297434356000	288860177266	None	Blink	(137.95, 202.78)	(246.66, 203.67)	NaN	NaN	NaN	NaN	NaN	
297434356000	288860177235	None	Blink	(137.95, 202.78)	(246.66, 203.67)	NaN	NaN	NaN	NaN	NaN	
297434356000	288860176884	None	Blink	(137.95, 202.78)	(246.66, 203.67)	NaN	NaN	NaN	NaN	NaN	
297467686000	288893506461	None	Blink	(137.86, 199.19)	(246.48, 204.89)	NaN	NaN	NaN	NaN	NaN	
297484353000	288910173132	None	Blink	(138.15, 199.29)	(247.00, 204.77)	NaN	NaN	NaN	NaN	NaN	
297501020000	288926840007	None	Blink	(138.33, 199.33)	(247.34, 204.60)	NaN	NaN	NaN	NaN	NaN	
297517686000	288943505379	None	Saccade	(138.15, 198.93)	(247.12, 204.52)	268.1807	0.2999878	187.44	7.423949	186.0011	
297534353000	288960172001	None	Unknown	(138.33, 198.98)	(247.18, 204.56)	NaN	NaN	NaN	NaN	NaN	
297551020000	288976839052	None	Pursuit	(137.91, 198.76)	(247.18, 204.52)	268.4973	0.0166626	5.810616	0.1936872	104.7621	
297551020000	288976838258	None	Pursuit	(137.91, 198.76)	(247.18, 204.52)	268.4973	0.0166626	5.810616	0.1936872	104.7621	
297567685000	288993502899	None	Pursuit	(138.19, 198.69)	(247.08, 204.48)	268.4973	0.0333252	3.56527	0.1288789	141.5142	
297584352000	289010169534	None	Unknown	(138.19, 198.56)	(247.54, 204.46)	NaN	NaN	NaN	NaN	NaN	
