TimeStamp	SystemTimeStamp	Error	Behavior	EyeLeft	EyeRight	OnsetS	DurationS	VelocityDegps	AmplitudeDeg	DirectionRadial	
118902801000	110938480422	None	Fixation	(123.90, 177.48)	(277.81, 190.18)	89.53244	0.2666626	NaN	NaN	NaN	
118919467000	110955145875	None	Fixation	(123.79, 177.53)	(277.58, 190.45)	89.53244	0.2833252	NaN	NaN	NaN	
118936134000	110971812714	None	Fixation	(123.92, 177.33)	(277.69, 190.16)	89.53244	0.2999954	NaN	NaN	NaN	
118952801000	110988479114	None	Fixation	(123.59, 177.58)	(277.17, 190.27)	89.53244	0.3166656	NaN	NaN	NaN	
118969466000	111005143520	None	Fixation	(123.80, 177.54)	(277.34, 190.00)	89.53244	0.3333282	NaN	NaN	NaN	
118986133000	111021809981	None	Fixation	(123.58, 177.56)	(277.51, 190.07)	89.53244	0.3499908	NaN	NaN	NaN	
119002802000	111038478545	None	Fixation	(123.55, 177.45)	(277.39, 190.24)	89.53244	0.3666611	NaN	NaN	NaN	
119019468000	111055144042	None	Fixation	(123.71, 177.73)	(277.48, 190.15)	89.53244	0.3833313	NaN	NaN	NaN	
119036133000	111071808683	None	Fixation	(123.85, 177.38)	(277.60, 190.16)	89.53244	0.3999939	NaN	NaN	NaN	
119052800000	111088475174	None	Fixation	(123.63, 177.55)	(277.55, 190.27)	89.53244	0.4166641	NaN	NaN	NaN	
119069466000	111105140758	None	Fixation	(123.66, 177.42)	(277.62, 190.42)	89.53244	0.4333267	NaN	NaN	NaN	
119086133000	111121807257	None	Fixation	(124.50, 177.30)	(277.75, 190.44)	89.53244	0.4499969	NaN	NaN	NaN	
119102801000	111138475097	None	Fixation	(123.60, 177.45)	(278.01, 190.60)	89.53244	0.4666595	NaN	NaN	NaN	
119119468000	111155141326	None	Fixation	(123.51, 177.62)	(277.68, 190.38)	89.53244	0.4833298	NaN	NaN	NaN	
119136133000	111171805908	None	Fixation	(123.78, 177.52)	(277.65, 190.07)	89.53244	0.4999924	NaN	NaN	NaN	
119152800000	111188472340	None	Fixation	(123.40, 177.56)	(277.87, 190.49)	89.53244	0.5166626	NaN	NaN	NaN	
119169465000	111205136922	None	Fixation	(123.83, 177.21)	(277.44, 190.60)	89.53244	0.5333252	NaN	NaN	NaN	
119186132000	111221803490	None	Saccade	(127.20, 172.47)	(280.85, 196.65)	90.06577	0.01667023	71.4847	2.848442	183.0022	
119236133000	111271803166	None	Pursuit	(126.77, 171.68)	(281.64, 197.42)	90.0991	0.03333282	4.972222	0.08609797	133.0547	
119236133000	111271803165	None	Pursuit	(126.77, 171.68)	(281.64, 197.42)	90.0991	0.03333282	4.972222	0.08609797	133.0547	
119236133000	111271803188	None	Pursuit	(126.77, 171.68)	(281.64, 197.42)	90.0991	0.03333282	4.972222	0.08609797	133.0547	
119252799000	111288469046	None	Unknown	(126.80, 171.64)	(281.39, 197.21)	NaN	NaN	NaN	NaN	NaN	
119269464000	111305133257	None	Fixation	(127.28, 171.27)	(281.32, 197.13)	90.1491	0.0166626	NaN	NaN	NaN	
119286131000	111321799848	None	Fixation	(126.64, 171.31)	(281.42, 197.15)	90.1491	0.03333282	NaN	NaN	NaN	
119302798000	111338466330	None	Fixation	(126.71, 171.12)	(281.61, 197.12)	90.1491	0.04999542	NaN	NaN	NaN	
