0,0.946695,154155630400,0.2,23.32644,40,0.9779373
1,0.5210397,155875650400,0.2,19.13373,112,0.8172548
2,1.500108,159349387900,0.2,19.00394,48,0.9463497
3,1.649801,162187782600,0.2,18.59884,56,0.93691
4,0.342141,163657483300,0.2,21.0329,296,0.7678853
5,2.481032,167213881900,0.2,16.35411,24,0.8760887
6,0.2378469,168415817500,0.2,23.54051,0,0.7293435
7,0.348269,170503227000,0.2,16.61806,120,0.7098717
8,0.6227137,173008300200,0.2,17.9016,184,0.7446556
9,0.4025575,175262227800,0.2,22.85735,64,0.7963092
10,0.6740942,177917815900,0.2,19.15045,72,0.99288
11,0.2038974,179286473900,0.2,16.99862,96,0.8653895
12,0.3504819,181674015800,0.2,22.75179,32,0.7503632
13,0.4317869,184178562200,0.2,19.89668,320,0.9049438
14,2.329166,187485412800,0.2,21.16191,104,0.8370498
15,1.042149,190674028600,0.2,20.69597,136,0.7803686
16,0.4509195,192160596500,0.2,18.85574,224,0.8438957
17,0.4024281,194447638700,0.2,21.93489,8,0.8254019
18,1.342854,197620738900,0.2,18.63357,80,0.71675
19,1.840688,201360734400,0.2,23.869,128,0.946571
20,0.4114775,202980893100,0.2,23.75611,336,0.9448971
21,0.2806074,205486161000,0.2,22.77211,288,0.9177583
22,0.8614395,208441162900,0.2,21.27117,144,0.9002233
23,1.64475,211062192000,0.2,19.94852,240,0.9681944
24,0.6538658,213801309600,0.2,19.63264,312,0.9949613
25,0.6727108,215670855600,0.2,16.78995,208,0.9112781
26,0.5794069,217391374200,0.2,19.89852,152,0.7564911
27,0.3041567,219795215400,0.2,17.18963,232,0.9151471
28,0.7399958,222600514000,0.2,18.92306,256,0.8044227
29,1.046521,225573402200,0.2,19.20234,216,0.9096355
30,0.2596703,228094694800,0.2,20.99789,248,0.7185234
31,0.7976382,230883116100,0.2,20.54647,328,0.9454266
32,0.2235419,233187402400,0.2,21.26066,352,0.9656088
33,0.546549,235926150000,0.2,18.08333,272,0.9144484
34,0.6066794,237611783400,0.2,20.85667,280,0.9270941
35,1.71137,240433885800,0.2,21.15342,88,0.7485971
36,0.3671674,242738133200,0.2,19.05416,264,0.7434814
37,0.6381984,245410558300,0.2,21.81952,304,0.7266575
38,0.415377,246829557000,0.2,23.81056,160,0.7986771
39,1.09314,250035033700,0.2,20.10254,192,0.9021143
40,0.284708,252907615900,0.2,16.55437,176,0.7188334
41,1.013591,255996770900,0.2,21.62326,168,0.8201527
42,0.3975807,257365988600,0.2,18.55652,344,0.9836929
43,0.5329209,259052466900,0.2,23.18629,200,0.7813414
44,0.777663,261724341400,0.2,17.12793,16,0.9748834
